id,label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,modularity_class,pageranks,componentnumber,strongcompnum,atp count,qual count,future count,comp color
244,Nikita Gostev,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,124,0,0,1,dark green
245,Michael Tymkiw,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,125,0,0,2,blue
246,Pavel Krcek,,2,11,13,2.0,12.0,14.0,5,1.7376941445581135E-5,0,9,0,0,14,purple
247,Piotr Dilaj,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,126,0,0,3,purple
248,Vignesh Peranamallur,,42,73,115,51.0,103.0,154.0,2,9.566522545621965E-5,0,9,0,7,147,blue
249,Mithun Murali,,15,19,34,15.0,22.0,37.0,2,5.181630586940459E-5,0,9,0,1,36,blue
250,Marc Polmans,,15,23,38,17.0,35.0,52.0,2,5.266848868560235E-5,0,9,0,6,46,blue
251,Paul Brown,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,127,0,0,1,dark green
252,Andres Weisskopf,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,129,3,0,1,green
253,Keanu Ellen,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,130,0,0,1,blue
254,Rafael Isakhanyan,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,132,0,0,1,brown
255,Jimy Szymanski,,26,20,46,32.0,24.0,56.0,4,9.901247377229744E-5,0,9,1,0,55,green
256,Igor Panin,,2,4,6,2.0,4.0,6.0,0,1.7483206739140833E-5,0,9,0,0,6,dark green
257,Samir Iftikhar,,3,6,9,3.0,6.0,9.0,2,1.771052874093935E-5,0,9,6,0,3,blue
258,Salah Bouzidani,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,133,0,0,1,brown
259,Jan Wouter Roep,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,134,0,0,2,purple
260,Maxi Pongratz,,12,27,39,12.0,27.0,39.0,5,3.405900698419542E-5,0,9,0,0,39,purple
261,Wing Luen Wong,,3,4,7,3.0,4.0,7.0,2,1.828552998173053E-5,0,9,3,0,4,blue
262,Louis Chaix,,2,5,7,2.0,5.0,7.0,5,1.7114709444844477E-5,0,9,0,0,7,purple
263,Plamen Milushev,,14,22,36,15.0,23.0,38.0,5,5.291073160677413E-5,0,9,0,0,38,purple
264,Cedric Willems,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,135,0,0,1,purple
265,Xavier Riart Ferrer,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,136,0,0,2,blue
266,Jan Subota,,8,12,20,8.0,13.0,21.0,5,3.26448608168168E-5,0,9,0,1,20,purple
267,Jean Julien Rojer,,71,54,125,75.0,61.0,136.0,3,2.370317106048332E-4,0,9,7,85,44,red
268,Thomas Flury,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,137,0,0,1,red
269,Alexis Lluis,,1,1,2,1.0,1.0,2.0,4,1.4481144872250619E-5,0,138,0,0,2,green
270,Hyun Soo Lim,,7,23,30,7.0,24.0,31.0,2,4.6011715113082733E-5,0,9,0,0,31,blue
271,Alexandre Ribeiro,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,139,0,0,1,red
272,Philipp Oswald,,204,159,363,224.0,192.0,416.0,5,5.95201831002812E-4,0,9,4,153,259,purple
273,Kurt Thein,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,140,0,0,1,green
274,Patrick Ciorcila,,37,46,83,47.0,54.0,101.0,0,8.736357431121852E-5,0,9,1,8,92,dark green
275,Eric Lavaud,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,143,0,0,1,purple
276,Ilia Osintsev,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,144,0,0,3,purple
277,Maxim Kanakov,,10,25,35,10.0,25.0,35.0,0,4.2416956907191996E-5,0,9,0,0,35,dark green
278,Matheus Costa,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,145,0,0,4,green
279,Miguel Semmler,,37,42,79,38.0,52.0,90.0,5,8.369014424895952E-5,0,9,0,0,90,purple
280,Tomas Marini,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,146,0,0,1,blue
281,Pedro Scocuglia,,3,10,13,3.0,10.0,13.0,4,1.6572312186261817E-5,0,9,0,0,13,green
282,Alejandro Gomez GB42,,22,20,42,25.0,24.0,49.0,4,7.173249630952776E-5,0,9,2,6,41,green
283,Robert Schulze,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,147,0,0,1,blue
284,Bruno Vasami,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,149,0,0,1,green
285,Francisco Carbajal,,9,31,40,9.0,36.0,45.0,4,3.477882216923547E-5,0,9,0,1,44,green
286,Minh Le,,15,16,31,17.0,19.0,36.0,2,5.030162610594117E-5,0,9,0,0,36,blue
287,Simone Amorico,,1,2,3,1.0,2.0,3.0,1,1.4561060294331243E-5,0,150,0,0,3,brown
288,Collin Johns,,17,33,50,18.0,37.0,55.0,2,4.8060176376461834E-5,0,9,0,0,55,blue
289,Kyu Tae Im,,135,96,231,179.0,117.0,296.0,2,4.961747875145348E-4,0,9,9,133,154,blue
290,Luciano Di Scala,,0,5,5,0.0,5.0,5.0,4,1.3162540327839612E-5,0,151,0,0,5,green
291,Daniel Dios,,1,1,2,1.0,1.0,2.0,1,1.3947293657947201E-5,0,9,0,0,2,brown
292,Mauricio Rivera Caballero,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,152,0,0,1,green
293,Bjoern Petersen,,5,9,14,6.0,10.0,16.0,5,2.2146950403363882E-5,0,9,0,0,16,purple
294,Seppe Cuypers,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,153,0,0,1,purple
295,Lawrence Erroll,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,154,0,0,2,purple
296,Lucian Ursu,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,155,0,0,1,dark green
297,Erkin Khusanbaev,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,156,0,0,2,brown
298,Joaquin Bado,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,157,0,0,4,green
299,Guilherme Ochiai,,37,38,75,44.0,48.0,92.0,2,1.1430427858886374E-4,0,9,0,2,90,blue
300,Juan Pedro Torres,,5,14,19,5.0,17.0,22.0,4,1.8753516665895056E-5,0,9,0,1,21,green
301,Alessandro Sabatini,,1,3,4,1.0,3.0,4.0,1,1.4179645758015343E-5,0,159,0,0,4,brown
302,Andrei Ciumac,,106,147,253,119.0,177.0,296.0,0,2.47579037672872E-4,0,9,2,9,285,dark green
303,Sasi Kumar Mukund,,40,39,79,45.0,46.0,91.0,2,1.1978134969979977E-4,0,9,0,5,86,blue
304,Arnau Brugues Davi,,170,99,269,193.0,109.0,302.0,4,5.266665096956983E-4,0,9,4,121,177,green
305,Pawel Cias,,58,54,112,65.0,63.0,128.0,5,1.517105527610284E-4,0,9,0,3,125,purple
306,Lukas Weinhandl,,14,38,52,14.0,38.0,52.0,5,6.238661908413099E-5,0,9,0,1,51,purple
307,Samuele Galli,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,160,0,0,1,purple
308,Aleksandr Ernepesov,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,161,0,0,1,blue
309,Henrik Wiersholm,,5,4,9,5.0,4.0,9.0,2,3.0384077809872605E-5,0,9,0,0,9,blue
310,Afik Harary,,0,1,1,0.0,2.0,2.0,0,1.3162540327839612E-5,0,162,0,0,2,dark green
311,Caue Gimenez,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,163,0,0,1,green
312,Matthew Illingworth,,50,69,119,52.0,78.0,130.0,1,1.1163332428463584E-4,0,9,0,0,130,brown
313,Emmett A Egger,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,164,0,0,1,blue
314,Christian Ramos,,9,13,22,9.0,13.0,22.0,1,3.273298120662043E-5,0,9,0,0,22,brown
315,Gustave Diep,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,165,0,0,1,red
316,Filip Paroci,,6,8,14,6.0,11.0,17.0,5,3.6886911047698435E-5,0,9,0,0,17,purple
317,Tim Doan Dinh,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,166,0,0,1,brown
318,Goncalo Nicau,,38,33,71,39.0,34.0,73.0,1,9.375546086777806E-5,0,9,2,0,71,brown
319,Donald Young,,219,163,382,326.0,258.0,584.0,3,0.0012567317524512535,0,9,212,331,41,red
320,Romain Kalaydjian,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,167,0,0,1,purple
321,Agustin Ozcoidi,,1,2,3,1.0,2.0,3.0,4,2.435070005977266E-5,0,168,0,0,3,green
322,Artem Sitak,,223,173,396,247.0,210.0,457.0,0,6.383959796929877E-4,0,9,10,114,333,dark green
323,Alvaro Daniel Riveros,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,169,0,0,1,blue
324,Frank Acierno,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,170,0,0,1,blue
325,Max Raditschnigg,,124,119,243,136.0,133.0,269.0,5,3.885367808762913E-4,0,9,0,15,254,purple
326,Bartlomiej Dabrowski,,11,7,18,11.0,7.0,18.0,5,4.225413213773233E-5,0,9,0,0,18,purple
327,Alexander G Steinroeder,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,171,0,0,1,blue
328,Dominic Weidinger,,17,39,56,17.0,46.0,63.0,5,4.280415648707258E-5,0,9,0,1,62,purple
329,Yuki Bhambri,,186,94,280,223.0,114.0,337.0,2,5.867769957077287E-4,0,9,26,166,145,blue
330,Ramon Del Olmo Diaz,,0,5,5,0.0,5.0,5.0,5,1.3162540327839612E-5,0,172,0,0,5,purple
331,Ji Hoon Heo,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,173,0,0,1,blue
332,Cedric Roelant,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,174,0,0,1,dark green
333,Miguel Casal,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,175,0,1,0,brown
334,Artur Completo,,18,42,60,18.0,48.0,66.0,5,6.765371070502086E-5,0,9,0,3,63,purple
335,Diego Beltranena,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,181,0,0,1,green
336,Franco Nicoletti,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,182,0,0,1,purple
337,Benjamin George Levi,,2,7,9,2.0,7.0,9.0,0,3.553885979170571E-5,0,183,0,0,9,dark green
338,Thorben Michaelis,,0,4,4,0.0,4.0,4.0,5,1.3162540327839612E-5,0,184,0,0,4,purple
339,Bradley Royes,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,185,0,0,1,dark green
340,Borna Coric,,107,55,162,113.0,66.0,179.0,3,4.4458037186024293E-4,0,9,69,42,68,red
341,Petr Vodak,,1,1,2,1.0,1.0,2.0,5,1.3960407518750106E-5,0,9,0,0,2,purple
342,Alejandro Davidovich Fokina,,3,4,7,3.0,5.0,8.0,5,2.184642785228842E-5,0,9,0,0,8,purple
343,Nicholas John Andrews,,3,8,11,3.0,8.0,11.0,1,2.313199982830955E-5,0,9,0,1,10,brown
344,Vitor Galvao,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,186,0,0,2,green
345,Juan Ignacio Amarante,,9,15,24,9.0,15.0,24.0,4,3.551173467023424E-5,0,9,0,0,24,green
346,Jeremias Lima Perez,,2,13,15,2.0,13.0,15.0,5,1.580221413393774E-5,0,9,0,0,15,purple
347,Guy Orly Iradukunda,,2,4,6,2.0,5.0,7.0,5,1.7443064189199382E-5,0,9,0,0,7,purple
348,Adam Walton,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,187,0,0,2,blue
349,Jimmy Bendeck,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,188,0,0,1,green
350,Alejandro Medinilla,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,189,0,0,1,green
351,Jan Axel Tribler,,1,4,5,1.0,4.0,5.0,4,1.3861311615359174E-5,0,190,0,0,5,green
352,Wayne Odesnik,,263,184,447,342.0,233.0,575.0,3,0.0011888369813997375,0,9,98,407,70,red
353,Austin Krajicek,,159,111,270,189.0,134.0,323.0,2,5.706923603737711E-4,0,9,22,163,138,blue
354,Kirill Saplin,,3,9,12,3.0,10.0,13.0,0,2.2699358893296674E-5,0,9,0,2,11,dark green
355,Dejan Katic,,110,97,207,130.0,113.0,243.0,5,2.87187102061269E-4,0,9,0,9,234,purple
356,Wael Chami,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,191,0,0,2,blue
357,Dmitry Rachev,,0,3,3,0.0,3.0,3.0,0,1.3162540327839612E-5,0,192,0,0,3,dark green
358,Krisjanis Stabins,,5,18,23,5.0,18.0,23.0,1,2.1012159554336745E-5,0,9,0,0,23,brown
359,Francesco Pagani,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,193,0,0,1,purple
360,Chang Ho Choi,,0,2,2,0.0,2.0,2.0,2,1.3162540327839612E-5,0,194,0,0,2,blue
361,Andrew Dottino,,0,5,5,0.0,5.0,5.0,3,1.3162540327839612E-5,0,195,0,4,1,red
362,Peter Suran,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,196,0,0,2,purple
363,Blaz Kavcic,,316,204,520,402.0,271.0,673.0,3,0.0013174322573315756,0,9,135,386,152,red
364,Vitaya Lasavady,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,197,0,0,1,blue
365,Alexandru Cristian Dedu,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,198,0,0,2,dark green
366,William Little,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,199,0,0,3,blue
367,Rodrigo Perri,,1,6,7,1.0,6.0,7.0,4,2.435070005977266E-5,0,200,0,0,7,green
368,Rhys Michael Johnson,,5,10,15,5.0,10.0,15.0,2,2.2577802780657255E-5,0,9,0,0,15,blue
369,Can Cetinel,,1,9,10,1.0,9.0,10.0,5,1.5828736726504626E-5,0,9,0,0,10,purple
370,Reid Carleton,,38,29,67,40.0,31.0,71.0,2,1.0004227098148193E-4,0,9,0,3,68,blue
371,Bruno Argudo Toro,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,201,0,0,1,blue
372,Calvin Hemery,,79,58,137,84.0,62.0,146.0,5,2.1792124215713664E-4,0,9,1,46,99,purple
373,Herve Karcher,,3,6,9,3.0,6.0,9.0,1,1.715163196417912E-5,0,9,0,2,7,brown
374,Salvador De La Torre,,0,3,3,0.0,3.0,3.0,4,1.3162540327839612E-5,0,202,0,0,3,green
375,Alberto Romero De Avila Senise,,9,19,28,9.0,23.0,32.0,5,3.056272417988329E-5,0,9,0,0,32,purple
376,Tyler Browne,,2,4,6,2.0,4.0,6.0,2,2.0765507811567863E-5,0,9,0,0,6,blue
377,Ivaylo Traykov,,80,46,126,113.0,57.0,170.0,5,2.588988483407097E-4,0,9,6,9,155,purple
378,Alexandre Aragon,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,212,0,0,2,green
379,Hugo Vouillat,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,213,0,0,1,purple
380,Willy Lebendje,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,214,0,0,3,blue
381,Ljubomir Celebic,,59,61,120,62.0,68.0,130.0,5,1.4550456164524184E-4,0,9,0,0,130,purple
382,Romain Berquand,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,215,0,0,3,purple
383,Logan Mackenzie,,7,23,30,7.0,25.0,32.0,2,2.8792192107021857E-5,0,9,0,2,30,blue
384,Carl Bergman,,96,78,174,110.0,93.0,203.0,1,2.545980195519908E-4,0,9,0,13,190,brown
385,Stefan Sterland Markovic,,1,8,9,1.0,8.0,9.0,1,1.4630132747378467E-5,0,9,0,2,7,brown
386,Joy Vigani,,2,7,9,2.0,7.0,9.0,5,2.0994252140192747E-5,0,216,0,1,8,purple
387,Ken Endo,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,217,0,0,1,blue
388,Adrian Garcia,,107,106,213,120.0,118.0,238.0,3,4.035690655656639E-4,0,9,15,174,49,red
389,Terence Celestine,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,218,0,0,1,blue
390,Roman Nashatyrkin,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,220,0,0,2,dark green
391,Luis Mauricio Bonilla,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,222,0,0,2,green
392,Chase Buchanan,,141,118,259,160.0,136.0,296.0,2,4.442004612979896E-4,0,9,2,128,166,blue
393,Hannes Abt,,0,2,2,0.0,2.0,2.0,5,1.3162540327839612E-5,0,223,0,0,2,purple
394,Dae Young Kim,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,224,0,0,1,blue
395,Randar Veispak,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,225,0,0,1,green
396,Robert Dee,,0,14,14,0.0,14.0,14.0,4,1.3162540327839612E-5,0,232,0,2,12,green
397,Valerio Russo,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,233,0,0,1,purple
398,Patrick Schnidrig,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,234,0,1,0,red
399,Alexandre Pierson,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,235,0,2,0,brown
400,Cem Hizlialp,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,236,0,0,1,dark green
401,Kirill Sinitsyn,,2,6,8,2.0,6.0,8.0,4,1.9282730134010942E-5,0,237,0,0,8,green
402,Bogdan Borza,,7,16,23,7.0,16.0,23.0,0,4.288079187542261E-5,0,9,0,0,23,dark green
403,Yu Hondo,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,239,0,0,1,blue
404,Soong Jae Cho,,69,74,143,77.0,92.0,169.0,2,1.9785347052548156E-4,0,9,1,9,159,blue
405,Aurelien David,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,240,0,1,0,red
406,Jose Baires,,0,3,3,0.0,3.0,3.0,4,1.3162540327839612E-5,0,242,0,0,3,green
407,Andres Carrasco Carrasco,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,243,0,0,1,red
408,Ahad Ermatov,,0,1,1,0.0,1.0,1.0,0,1.3162540327839612E-5,0,244,0,0,1,dark green
409,Daniel Sotomarino,,3,6,9,3.0,6.0,9.0,4,3.0882486854022246E-5,0,9,0,1,8,green
410,Juan Alfaro,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,245,0,0,1,green
411,Pedro Bosio,,0,4,4,0.0,4.0,4.0,4,1.3162540327839612E-5,0,246,0,0,4,green
412,Louis Lechevretel,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,247,0,0,1,purple
413,Gabriel Gomez,,1,13,14,1.0,13.0,14.0,4,1.4059492354991526E-5,0,9,0,0,14,green
414,Diego Aguirre,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,248,0,0,2,green
415,Federico Bonaventura,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,249,0,0,1,green
416,Phillip Regnat,,15,22,37,15.0,24.0,39.0,5,4.061761252604624E-5,0,9,0,0,39,purple
417,Stefano Macioce,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,250,0,0,1,brown
418,Nysan Tan,,2,6,8,2.0,6.0,8.0,2,1.574925894248546E-5,0,9,0,0,8,blue
419,Nathan Overholser,,1,1,2,1.0,1.0,2.0,1,1.6812059630637712E-5,0,9,0,0,2,brown
420,Predrag Rusevski,,111,65,176,132.0,71.0,203.0,5,3.502590036296946E-4,0,9,15,20,168,purple
421,Sergey Baryshev,,0,4,4,0.0,5.0,5.0,0,1.3162540327839612E-5,0,251,0,0,5,dark green
422,Jorge Limonta Maceo,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,252,0,0,1,green
423,Vinod Gowda,,2,4,6,2.0,5.0,7.0,2,1.733915661152086E-5,0,9,0,0,7,blue
424,Loic Didavi,,1,6,7,1.0,7.0,8.0,1,1.8756620193806137E-5,0,253,1,0,7,brown
425,Bruno Schick,,4,10,14,4.0,11.0,15.0,4,1.8958659309062363E-5,0,9,0,0,15,green
426,Werner Eschauer,,87,71,158,109.0,76.0,185.0,3,4.1131386905573147E-4,0,9,34,120,31,red
427,Tomas Iriarte,,10,28,38,10.0,30.0,40.0,4,4.0061126009911654E-5,0,9,0,0,40,green
428,Gianluigi Quinzi,,102,65,167,109.0,70.0,179.0,4,2.8521897055261924E-4,0,9,0,54,125,green
429,Yshai Oliel,,1,3,4,1.0,3.0,4.0,0,1.4566497980074981E-5,0,9,0,0,4,dark green
430,Juan Pablo Mateus Parra,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,254,0,0,1,green
431,Jeff Coetzee,,1,2,3,1.0,2.0,3.0,3,1.5058936677182349E-5,0,9,0,3,0,red
432,Alex Golding,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,255,0,0,1,blue
433,Johnny Arcilla,,12,12,24,12.0,15.0,27.0,2,4.336404457736948E-5,0,9,17,0,10,blue
434,Timofey Skripkin,,0,4,4,0.0,4.0,4.0,0,1.3162540327839612E-5,0,256,0,1,3,dark green
435,Brad Sherwood,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,258,0,0,1,purple
436,Alin Alexandru Simion,,0,7,7,0.0,7.0,7.0,1,1.3162540327839612E-5,0,259,0,0,7,brown
437,Leonard Ivic,,1,6,7,1.0,6.0,7.0,5,1.8756620193806137E-5,0,260,0,0,7,purple
438,David Skoch,,14,9,23,14.0,9.0,23.0,3,4.804854099511393E-5,0,9,3,15,5,red
439,Damian Hume,,6,12,18,6.0,12.0,18.0,2,2.1228581849564217E-5,0,9,0,1,17,blue
440,Tatsuma Ito,,257,169,426,354.0,248.0,602.0,2,0.0010983126956384977,0,9,87,376,139,blue
441,John Hoyes,,2,8,10,2.0,8.0,10.0,4,1.840341627832521E-5,0,9,0,0,10,green
442,Michal Kozerovsky,,0,3,3,0.0,3.0,3.0,5,1.3162540327839612E-5,0,261,0,0,3,purple
443,Taha Kapadia,,0,3,3,0.0,3.0,3.0,2,1.3162540327839612E-5,0,262,0,0,3,blue
444,Sataporn Simmalavong,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,263,0,0,1,blue
445,Min Gyeom Kim,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,264,0,0,1,blue
446,Denys Mylokostov,,59,60,119,60.0,65.0,125.0,0,1.3111929123861576E-4,0,9,0,1,124,dark green
447,Colin Obrien,,75,64,139,79.0,70.0,149.0,1,1.69779684523293E-4,0,9,6,1,142,brown
448,Dino Marcan,,126,100,226,150.0,122.0,272.0,5,3.228574111765677E-4,0,9,2,43,227,purple
449,Marino Alpeza,,1,4,5,1.0,4.0,5.0,5,1.562910851189508E-5,0,9,0,0,5,purple
450,Albert Loncaric,,25,32,57,27.0,36.0,63.0,5,9.058469471434477E-5,0,9,0,1,62,purple
451,Austin Klores,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,265,0,0,1,green
452,Beka Komakhidze,,6,23,29,6.0,24.0,30.0,0,2.2787927940450744E-5,0,9,0,2,28,dark green
453,Soteris Hadjistyllis,,0,4,4,0.0,4.0,4.0,5,1.3162540327839612E-5,0,267,1,0,3,purple
454,Alejandro Arias,,0,2,2,0.0,2.0,2.0,4,1.3162540327839612E-5,0,268,0,0,2,green
455,Yusuf Ebrahim Ahmed Abdulla Qaed,,0,4,4,0.0,4.0,4.0,5,1.3162540327839612E-5,0,269,0,0,4,purple
456,Aleksandr Mityaev,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,270,0,1,0,red
457,Moacir Santos Filho,,15,26,41,16.0,30.0,46.0,4,5.192501827819698E-5,0,9,0,1,45,green
458,Arakel Vartanyan,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,271,0,0,1,purple
459,Matias Alejandro Hatem,,0,3,3,0.0,3.0,3.0,4,1.3162540327839612E-5,0,272,0,0,3,green
460,Martijn Van Haasteren,,25,25,50,25.0,27.0,52.0,3,9.086920440810293E-5,0,9,7,13,32,red
461,Markus Schultz,,0,1,1,0.0,1.0,1.0,1,1.3162540327839612E-5,0,273,0,1,0,brown
462,N Sriram Balaji,,133,113,246,185.0,144.0,329.0,2,3.4398119241581254E-4,0,9,0,31,298,blue
463,Luis Pablo Pechir,,0,2,2,0.0,2.0,2.0,1,1.3162540327839612E-5,0,274,0,0,2,brown
464,Chris Anguelov,,2,9,11,2.0,9.0,11.0,1,2.504947134729222E-5,0,276,0,0,11,brown
465,James Mcgee,,203,155,358,222.0,179.0,401.0,1,5.895225711273777E-4,0,9,18,169,214,brown
466,Lucas Gordilho,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,277,0,0,1,green
467,Sebastian Sachs,,11,23,34,11.0,23.0,34.0,5,3.394536346463005E-5,0,9,0,5,29,purple
468,Adam Skalsky,,3,8,11,3.0,8.0,11.0,1,1.7484213050789237E-5,0,9,0,0,11,brown
469,Matthew Allare,,3,4,7,3.0,4.0,7.0,4,2.14546658200888E-5,0,9,0,2,5,green
470,Thomaz Bellucci,,252,167,419,357.0,268.0,625.0,3,0.0014675826100557694,0,9,342,192,91,red
471,Carlos Avellan,,121,88,209,144.0,110.0,254.0,4,3.6920487058326605E-4,0,9,12,33,209,green
472,Victor Morales,,22,53,75,25.0,58.0,83.0,4,6.388476463784826E-5,0,9,0,4,79,green
473,Hao Sheng Koay,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,278,0,1,0,red
474,Andre Caiado,,0,2,2,0.0,2.0,2.0,0,1.3162540327839612E-5,0,279,0,1,1,dark green
475,Jarisson Aquino Silva,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,280,0,0,1,green
476,Mario Nicosia,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,281,0,1,0,purple
477,Alberto Murra,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,282,0,0,1,green
478,Shiva Sangwan,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,283,0,0,1,blue
479,Houssam Sbaii,,0,1,1,0.0,1.0,1.0,5,1.3162540327839612E-5,0,284,0,0,1,purple
480,Keng Cheng Lin,,0,1,1,0.0,1.0,1.0,3,1.3162540327839612E-5,0,285,0,0,1,red
481,Nicholas Osterling,,0,1,1,0.0,1.0,1.0,4,1.3162540327839612E-5,0,286,0,0,1,green
482,Darko Madjarovski,,84,59,143,98.0,70.0,168.0,5,2.669607666211287E-4,0,9,0,19,149,purple
483,Anjan Viplav,,0,1,1,0.0,1.0,1.0,2,1.3162540327839612E-5,0,287,0,0,1,blue
484,Alexander Babanine,,2,8,10,2.0,8.0,10.0,1,1.8812792591619756E-5,0,9,0,0,10,brown
485,Daniel Isaza,,1,5,6,1.0,5.0,6.0,4,2.435070005977266E-5,0,289,0,0,6,green
486,Marc Lopez,,105,82,187,122.0,98.0,220.0,3,4.417269810872587E-4,0,9,15,199,6,red
